Topic,Count,Name,Representation,Representative_Docs
123,22,123_汶川_请战_珠海_卫健委疾,"['汶川', '请战', '珠海', '卫健委疾', '中山', '风险', '控局', '贺青华', '巡视员', '援助']","['国家 卫健委 研判 近期 疫情 形势 国家 卫健委疾 控局 一级 巡视员 贺青华 15 日 天津 本轮 疫情 外溢 风险 降低 河南 安阳 疫情 社区 传播 风险 陕西 西安 疫情 收尾 阶段 上海 珠海 中山 均 报告 奥密克戎 广东 深圳 疫情 风险 初步 控制 … … 更 ↓ ↓ L 人民日报 微博 视频 \u200b', '国家 卫健委 研判 近期 疫情 形势 国家 卫健委疾 控局 一级 巡视员 贺青华 15 日 天津 本轮 疫情 外溢 风险 降低 河南 安阳 疫情 社区 传播 风险 陕西 西安 疫情 收尾 阶段 上海 珠海 中山 均 报告 奥密克戎 广东 深圳 疫情 风险 初步 控制 … … 更 ↓ ↓ L 人民日报 微博 视频 \u200b \u200b', '国家 卫健委 研判 近期 疫情 形势 国家 卫健委疾 控局 一级 巡视员 贺青华 15 日 天津 本轮 疫情 外溢 风险 降低 河南 安阳 疫情 社区 传播 风险 陕西 西安 疫情 收尾 阶段 上海 珠海 中山 均 报告 奥密克戎 广东 深圳 疫情 风险 初步 控制 … … 更 ↓ ↓ L 人民日报 微博 视频 \u200b']"
124,22,124_逃犯_安哥_火眼金睛_巡逻,"['逃犯', '安哥', '火眼金睛', '巡逻', '抓获', '追逃', '年前', '避险', '诈骗', '网上']","['安哥 说法 青海 6.9 级 地震 震出 年 逃犯 月 日 青海省 海北 州 门源 县 发生 6.9 级 地震 地震 摇醒 西宁 市民 纷纷 街头 避险 西宁市 公安局 城北 公安分局 民警 响应 出 街 巡逻 竟 避险 人群 中 发现 一名 年前 诈骗 网上 追逃 逃犯 抓获 安哥 火眼金睛 震 出 逃犯 \u200b', '青海 6.9 级 地震 震出 年 逃犯 月 日 青海省 海北 州 门源 县 发生 6.9 级 地震 地震 摇醒 西宁 市民 纷纷 街头 避险 西宁市 公安局 城北 公安分局 民警 响应 出 街 巡逻 竟 避险 人群 中 发现 一名 年前 诈骗 网上 追逃 逃犯 抓获 安哥 火眼金睛 震 出 逃犯 \u200b', '青海 6.9 级 地震 震出 年 逃犯 月 日 青海省 海北 州 门源 县 发生 6.9 级 地震 地震 摇醒 西宁 市民 纷纷 街头 避险 西宁市 公安局 城北 公安分局 民警 响应 出 街 巡逻 竟 避险 人群 中 发现 一名 年前 诈骗 网上 追逃 逃犯 抓获 安哥 火眼金睛 震 出 逃犯 \u200b']"
125,22,125_一件_志愿者_杨师傅_网约车,"['一件', '志愿者', '杨师傅', '网约车', '五六', '写道', '写信', '信中', '一封信', '样本']","['暖 岁 孩子 防疫 志愿者 父亲 写信 做 一件 事 温暖 放大镜 月 日 陕西 西安 杨师傅 一名 网约车 司机 西安 疫情 爆发 报名 一名 志愿者 运送 核酸 检测 样本 跑 五六 趟 岁 孩子 做 志愿者 写 一封信 信中 写道 爸爸 做 一件 \u200b', '暖 岁 孩子 防疫 志愿者 父亲 写信 做 一件 事 温暖 放大镜 月 日 陕西 西安 杨师傅 一名 网约车 司机 西安 疫情 爆发 报名 一名 志愿者 运送 核酸 检测 样本 跑 五六 趟 岁 孩子 做 志愿者 写 一封信 信中 写道 爸爸 做 一件 \u200b', '暖 岁 孩子 防疫 志愿者 父亲 写信 做 一件 事 温暖 放大镜 月 日 陕西 西安 杨师傅 一名 网约车 司机 西安 疫情 爆发 报名 一名 志愿者 运送 核酸 检测 样本 跑 五六 趟 岁 孩子 做 志愿者 写 一封信 信中 写道 爸爸 做 一件 \u200b']"
126,22,126_筛查_174_36_例在,"['筛查', '174', '36', '例在', '发现', '138', '核酸', '下降', '病例', '1180']","['抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 日 消息 2021 年 12 月 31 日 时 24 时 西安市 新增 本土 确诊 病例 174 例 隔离 管控 中 发现 138 例 核酸 筛查 中 发现 36 例 核酸 筛查 中 发现 病例 数 下降 新浪 陕西 \xa0 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关注 陕西 \u200b', '西安 新增 174 例 核酸 筛查 占 下降 西安 疫情 态势 图 2022 年 月 日 更新 陕西省 卫健委 今日 通报 12 月 31 日 24 时 西安市 新增 报告 本土 确诊 病例 174 例 核酸 筛查 36 例 占 下降 西安 \u200b \u200b \u200b', '抗击 疫情 陕西 月 日 消息 2021 年 12 月 31 日 时 24 时 西安市 新增 本土 确诊 病例 174 例 隔离 管控 中 发现 138 例 核酸 筛查 中 发现 36 例 核酸 筛查 中 发现 病例 数 下降']"
127,21,127_明子_周易_书院_消息,"['明子', '周易', '书院', '消息', '门源', '青海', '再次发生', '收好', '这份', '227']","['周易 书院 玄 明子 刚 消息 青海 门源 6.9 级 地震', '周易 书院 玄 明子 刚 消息 青海 门源 6.9 级 地震', '周易 书院 玄 明子 刚 消息 青海 门源 6.9 级 地震']"
128,21,128_多发区_专家_天前_乌鸦,"['多发区', '专家', '天前', '乌鸦', '上空', '大片', '神秘', '强光', '预测', '地震']","['青海 门源 发生 6.9 级 地震 专家 地震 多发区 O 青海 门源 发生 6.9 级 地震 \xa0 专家 地震 多发区 \u200b', '青海 门源 发生 6.9 级 地震 专家 地震 多发区 O 青海 门源 发生 6.9 级 地震 \xa0 专家 地震 多发区 \u200b', '青海 门源 发生 6.9 级 地震 专家 地震 多发区 O 青海 门源 发生 6.9 级 地震 \xa0 专家 地震 多发区 \u200b']"
129,21,129_主观题_资格考试_法律_统一,"['主观题', '资格考试', '法律', '统一', '职业', '考试成绩', '法考', '司法部', '香港', '澳门']","['法考 2021 年 国家 统一 法律 职业 资格考试 主观题 考试成绩 月 12 日 公布 渠道 查 成绩 司法部 2022 年 月 12 日 公布 2021 年 国家 统一 法律 职业 资格考试 主观题 考试成绩 参加 2021 年 国家 统一 法律 职业 资格考试 主观题 考试 各省 区 市 新疆生产建设兵团 香港 澳门 考区 应试 人员 可自 \u200b', '法考 2021 年 国家 统一 法律 职业 资格考试 主观题 考试成绩 月 12 日 公布 渠道 查 成绩 司法部 2022 年 月 12 日 公布 2021 年 国家 统一 法律 职业 资格考试 主观题 考试成绩 参加 2021 年 国家 统一 法律 职业 资格考试 主观题 考试 各省 区 市 新疆生产建设兵团 香港 澳门 考区 应试 人员 可自 \u200b', '法考 2021 年 国家 统一 法律 职业 资格考试 主观题 考试成绩 月 12 日 公布 渠道 查 成绩 司法部 2022 年 月 12 日 公布 2021 年 国家 统一 法律 职业 资格考试 主观题 考试成绩 参加 2021 年 国家 统一 法律 职业 资格考试 主观题 考试 各省 区 市 新疆生产建设兵团 香港 澳门 考区 应试 人员 可自 \u200b']"
130,21,130_预案_铁路_部门_启动,"['预案', '铁路', '部门', '启动', '应对', '应急', '线路', '信号', '兰州铁路局', '沿线']","['甘肃 铁路 线路 启动 应急 预案 月 日 时 45 分 青海 海北 州 门源 县 发生 6.9 级 地震 受 地震 影响 兰州铁路局 启动 应急 预案 铁路 部门 沿线 铁路 线路 桥梁 隧道 信号 设备 检查 青海 门源 6.9 级 地震 L 央视网 微博 视频 \u200b', '甘肃 铁路 线路 启动 应急 预案 月 日 时 45 分 青海 海北 州 门源 县 发生 6.9 级 地震 受 地震 影响 兰州铁路局 启动 应急 预案 铁路 部门 沿线 铁路 线路 桥梁 隧道 信号 设备 检查 青海 门源 6.9 级 地震 L 央视网 微博 视频 \u200b', '甘肃 铁路 线路 启动 应急 预案 月 日 时 45 分 青海 海北 州 门源 县 发生 6.9 级 地震 受 地震 影响 兰州铁路局 启动 应急 预案 铁路 部门 沿线 铁路 线路 桥梁 隧道 信号 设备 检查 青海 门源 6.9 级 地震 L 央视网 微博 视频 \u200b \u200b \u200b \u200b']"
131,21,131_台网_75_快讯_42,"['台网', '75', '快讯', '42', '测定', '分在', '正式', '北纬', '东经', '千米']","['地震 快讯 中国 地震 台网 正式 测定 01 月 12 日 20 时 16 分在 青海 海北 州 门源 县 北纬 37.75 度 东经 101.42 度 发生 4.8 级 地震 震源 深度 10 千米 中国 地震 台网 \u200b', '地震 快讯 中国 地震 台网 正式 测定 01 月 12 日 20 时 16 分在 青海 海北 州 门源 县 北纬 37.75 度 东经 101.42 度 发生 4.8 级 地震 震源 深度 10 千米 中国 地震 台网 \u200b', '地震 快讯 中国 地震 台网 正式 测定 01 月 12 日 20 时 16 分在 青海 海北 州 门源 县 北纬 37.75 度 东经 101.42 度 发生 4.8 级 地震 震源 深度 10 千米 中国 地震 台网 \u200b \u200b \u200b']"
132,21,132_救援_消防_集结_重型,"['救援', '消防', '集结', '重型', '消防车', '总队', '支队', '救援队', '搜救', '派出']","['应急 管理部 青海 门源 6.9 级 地震 消防 救援 人员 震区 入户 排查 青海 门源 6.9 级 地震 发生 青海省 消防 救援 总队 启动 地震 灾害 应急 救援 预案 集结 全省 支 重型 地震 救援队 支 轻型 地震 救援队 共计 644 名 消防 救援 人员 147 辆 消防车 做好 出动 派出 门源 消防 救援 大队 前突 分队 车 19 \u200b', '青海 门源 6.9 级 地震 消防 救援 人员 震区 入户 排查 青海 门源 6.9 级 地震 发生 青海省 消防 救援 总队 启动 地震 灾害 应急 救援 预案 集结 全省 支 重型 地震 救援队 支 轻型 地震 救援队 共计 644 名 消防 救援 人员 147 辆 消防车 做好 出动 派出 门源 消防 救援 大队 前突 分队 车 19 赶赴 震中 查 \u200b', '青海 门源 6.9 级 地震 消防 救援 人员 震区 入户 排查 青海 门源 6.9 级 地震 发生 青海省 消防 救援 总队 启动 地震 灾害 应急 救援 预案 集结 全省 支 重型 地震 救援队 支 轻型 地震 救援队 共计 644 名 消防 救援 人员 147 辆 消防车 做好 出动 派出 门源 消防 救援 大队 前突 分队 车 19 赶赴 震中 查 \u200b']"
133,21,133_情暖_全媒_震区_新华,"['情暖', '全媒', '震区', '新华', '救援', '网页', '链接', 'silubaba', '门源', '青海']","['新华 全媒 丨 情暖 震区 青海 门源 6.9 级 地震 救援 记 O 网页 链接 \u200b', '新华 全媒 丨 情暖 震区 青海 门源 6.9 级 地震 救援 记 O 网页 链接 \u200b', '新华 全媒 丨 情暖 震区 青海 门源 6.9 级 地震 救援 记 O 网页 链接 \u200b']"
134,21,134_孕妇_门口_流产_术后,"['孕妇', '门口', '流产', '术后', '高新', '大出血', '入院', '院方', '发帖', '婴儿']","['院方 回应 孕妇 医院 门口 小时 流产 省市 卫健委 调查 孕妇 做 术后 恢复 医院 门口 小时 流产 孕妇 做 术后 恢复 月 日 陕西 西安 网友 发帖 称 孕妇 日 晚上 点多 西安 高新 医院 核酸 入院 门口 等待 期间 孕妇 大出血 月 婴儿 流产 对此 记者 西安 高新 医 \u200b', '院方 回应 孕妇 医院 门口 小时 流产 省市 卫健委 调查 孕妇 做 术后 恢复 医院 门口 小时 流产 孕妇 做 术后 恢复 月 日 陕西 西安 网友 发帖 称 孕妇 日 晚上 点多 西安 高新 医院 核酸 入院 门口 等待 期间 孕妇 大出血 月 婴儿 流产 对此 记者 西安 高新 医 \u200b', '院方 回应 孕妇 医院 门口 小时 流产 省市 卫健委 调查 孕妇 做 术后 恢复 医院 门口 小时 流产 孕妇 做 术后 恢复 月 日 陕西 西安 网友 发帖 称 孕妇 日 晚上 点多 西安 高新 医院 核酸 入院 门口 等待 期间 孕妇 大出血 月 婴儿 流产 对此 记者 西安 高新 医 \u200b']"
135,21,135_雁塔_区委书记_免去_职务,"['雁塔', '区委书记', '免去', '职务', '同志', '雁塔区', '市长', '杨建强', '兼任', '崔诗']","['西安 雁塔 区委书记 免职 副 市长 杨建强 兼任 进一步 西安市 雁塔区 疫情 防控 工作 力量 陕西省委 同意 西安市 副 市长 杨建强 兼任 雁塔 区委书记 免去 王斌 同志 雁塔 区委书记 职务 免去 崔诗 越 同志 雁塔区 委副 书记 区政府 党组书记 职务 央视 新闻 深圳 \u200b', '西安 副 市长 杨建强 兼任 雁塔 区委书记 进一步 西安市 雁塔区 疫情 防控 工作 力量 陕西省委 同意 西安市 副 市长 杨建强 兼任 雁塔 区委书记 免去 王斌 同志 雁塔 区委书记 职务 免去 崔诗 越 同志 雁塔区 委副 书记 区政府 党组书记 职务', '西安 副 市长 杨建强 兼任 雁塔 区委书记 进一步 西安市 雁塔区 疫情 防控 工作 力量 陕西省委 同意 西安市 副 市长 杨建强 兼任 雁塔 区委书记 免去 王斌 同志 雁塔 区委书记 职务 免去 崔诗 越 同志 雁塔区 委副 书记 区政府 党组书记 职务 O 网页 链接 \u200b \u200b \u200b']"
136,21,136_免收_上市公司_注册地_上交所,"['免收', '上市公司', '注册地', '上交所', '费用', '上市', '资本', '实体', '功能', '天津地区']","['上交所 免收 注册地 陕西省 上市公司 2022 年 相关 费用 上交所 支持 陕西 河南 天津地区 应对 新冠 疫情 发挥 资本 市场 支持 实体 经济 加快 恢复 发展 功能 研究 上海证券交易所 减免 项目 收费 免收 注册地 陕西省 河南省 天津市 上市公司 2022 年 上市 初费 上市 年费 二 本所 指导 下属 \u200b', '上交所 免收 注册地 陕西省 上市公司 2022 年 相关 费用 上交所 支持 陕西 河南 天津地区 应对 新冠 疫情 发挥 资本 市场 支持 实体 经济 加快 恢复 发展 功能 研究 上海证券交易所 减免 项目 收费 免收 注册地 陕西省 河南省 天津市 上市公司 2022 年 上市 初费 上市 年费 二 本所 指导 下属 \u200b', '上交所 免收 注册地 陕西省 上市公司 2022 年 相关 费用 上交所 支持 陕西 河南 天津地区 应对 新冠 疫情 发挥 资本 市场 支持 实体 经济 加快 恢复 发展 功能 研究 上海证券交易所 减免 项目 收费 免收 注册地 陕西省 河南省 天津市 上市公司 2022 年 上市 初费 上市 年费 二 本所 指导 下属 \u200b']"
137,21,137_00_起点_坚定信心_电视频道,"['00', '起点', '坚定信心', '电视频道', '特别节目', '三套', '二套', '实际行动', '同步', '卫视']","['陕西 广电 融 媒体 集团 陕西 卫视 陕西 一套 二套 三套 电视频道 同步 推出 疫情 命令 防控 责任 直播 特别节目 00 00 10 00 13 00 16 00 21 00 三个 时段 小时 持续 报道 我省 打赢 疫情 防控 歼灭战 坚定信心 实际行动 央 视频 央视 新闻 起点 新闻 陕视 新闻 \u200b', '陕西 广电 融 媒体 集团 陕西 卫视 陕西 一套 二套 三套 电视频道 同步 推出 疫情 命令 防控 责任 直播 特别节目 00 00 10 00 13 00 16 00 21 00 三个 时段 小时 持续 报道 我省 打赢 疫情 防控 歼灭战 坚定信心 实际行动 央 视频 央视 新闻 起点 新闻 陕视 新闻 \u200b', '陕西 广电 融 媒体 集团 陕西 卫视 陕西 一套 二套 三套 电视频道 同步 推出 疫情 命令 防控 责任 直播 特别节目 00 00 10 00 13 00 16 00 21 00 三个 时段 小时 持续 报道 我省 打赢 疫情 防控 歼灭战 坚定信心 实际行动 央 视频 央视 新闻 起点 新闻 陕视 新闻 \u200b']"
138,21,138_党员_党旗_华阴_高高飘扬,"['党员', '党旗', '华阴', '高高飘扬', '检察', '先锋队', '必胜信心', '机关', '堡垒作用', '日夜奋战']","['华阴 检察 党旗 疫情 防控 一线 高高飘扬 渭检 关注 疫情 命令 防控 责任 进一步 充分发挥 党支部 堡垒作用 党员 先锋 模范作用 月 日 华阴 人民检察院 组织 党旗 疫情 防控 一线 高高飘扬 主题 党日 活动 华阴 检察 陕西 检察 O 华阴 检察 党旗 疫情 防控 一线 高高飘扬 \u200b', '华阴 检察 党旗 疫情 防控 一线 高高飘扬 疫情 命令 防控 责任 进一步 充分发挥 党支部 堡垒作用 党员 先锋 模范作用 月 日 华阴 人民检察院 组织 党旗 疫情 防控 一线 高高飘扬 主题 党日 活动 渭南 检察 陕西 检察 O 华阴 检察 党旗 疫情 防控 一线 高高飘扬 \u200b', '华阴 检察 党旗 疫情 防控 一线 高高飘扬 渭检 关注 疫情 命令 防控 责任 进一步 充分发挥 党支部 堡垒作用 党员 先锋 模范作用 月 日 华阴 人民检察院 组织 党旗 疫情 防控 一线 高高飘扬 主题 党日 活动 华阴 检察 陕西 检察 \u200b \u200b \u200b']"
139,20,139_赌博_审理_赌场_朱某,"['赌博', '审理', '赌场', '朱某', '独任', '巡回', '西平', '案件', '检察', '机动']","['政法队伍 教育 整顿 海东 中院 敲响 二审 案件 独任 审理 第一 锤 开庭 上诉人 韩某 被上诉人 韩 民间 借贷 纠纷 一案 民事 诉讼法 第四十一条 符合 独任 审理 条件 当事人 均 同意 审判员 张银生 独任 审理 … … 月 11 日 下午 海东 中级 人民法院 公开 开庭审理 民间 借贷 纠 \u200b', '海东 中院 敲响 我省 二审 民事案件 独任 审理 第一 槌 开庭 上诉人 韩 被上诉人 韩某 民间 借贷 纠纷 一案 民事 诉讼法 相关 符合 独任 审理 条件 当事人 均 同意 审判员 张银生 独任 审理 … … 月 11 日 下午 青海省 海东 市 中级 人民法院 公开 开庭审理 民间 借贷 纠纷 上诉 案件 \u200b', '海东 中院 敲响 二审 案件 独任 审理 第一 槌 开庭 上诉人 韩某 被上诉人 韩 民间 借贷 纠纷 一案 民事 诉讼法 第四十一条 符合 独任 审理 条件 当事人 均 同意 审判员 张银生 独任 审理 … … 月 11 日 下午 海东 中级 人民法院 公开 开庭审理 民间 借贷 纠纷 上诉 案件 该案 \u200b']"
140,20,140_面店_陕西籍_臊子_墙上,"['面店', '陕西籍', '臊子', '墙上', '一家', '贴着', '人士', '奖状', '辽宁沈阳', '小店']","['这家 面店 墙上 贴着 奖状 沈阳 一家 面店 免费 陕西籍 大学生 做 臊子 面 西安 本轮 疫情 暴发 辽宁沈阳 一家 面店 留 沈 陕西籍 大学生 免费 提供 臊子 面 老板 程亚娟 陕西 岐山 早 2020 年 10 月 推出 一项 困难群众 提供 爱心 面 活动 爱心 人士 支持 小店 墙上 贴着 爱 \u200b', '这家 面店 墙上 贴着 奖状 沈阳 一家 面店 免费 陕西籍 大学生 做 臊子 面 西安 本轮 疫情 暴发 辽宁沈阳 一家 面店 留 沈 陕西籍 大学生 免费 提供 臊子 面 老板 程亚娟 陕西 岐山 早 2020 年 10 月 推出 一项 困难群众 提供 爱心 面 活动 爱心 人士 支持 小店 墙上 贴着 爱 \u200b', '这家 面店 墙上 贴着 奖状 沈阳 一家 面店 免费 陕西籍 大学生 做 臊子 面 西安 本轮 疫情 暴发 辽宁沈阳 一家 面店 留 沈 陕西籍 大学生 免费 提供 臊子 面 老板 程亚娟 陕西 岐山 早 2020 年 10 月 推出 一项 困难群众 提供 爱心 面 活动 爱心 人士 支持 小店 墙上 贴着 爱 \u200b']"
141,20,141_1126_首趟_开行_点对点,"['1126', '首趟', '开行', '点对点', '教育部门', '思乡', '专列', '浓浓', '集团公司', '缓缓']","['疫情 防控 首趟 陕西 开行 点对点 专列 送 1126 名 学生 回家 月 12 日 时 50 分 K5482 次列车 安康 车站 缓缓 启动 满载 浓浓 思乡 情 1126 名 学子 驶向 宝鸡 踏上 温暖 回家 路 这是 新冠 肺炎 疫情 影响 中国 铁路 西安 局 集团 有限公司 开行 新年 首趟 点对点 学生 专列 西安 局 集团公司 提前 教育部门 联 \u200b', '疫情 防控 首趟 陕西 开行 点对点 专列 送 1126 名 学生 回家 月 12 日 时 50 分 K5482 次列车 安康 车站 缓缓 启动 满载 浓浓 思乡 情 1126 名 学子 驶向 宝鸡 踏上 温暖 回家 路 这是 新冠 肺炎 疫情 影响 中国 铁路 西安 局 集团 有限公司 开行 新年 首趟 点对点 学生 专列 西安 局 集团公司 提前 教育部门 联 \u200b', '疫情 防控 首趟 陕西 开行 点对点 专列 送 1126 名 学生 回家 月 12 日 时 50 分 K5482 次列车 安康 车站 缓缓 启动 满载 浓浓 思乡 情 1126 名 学子 驶向 宝鸡 踏上 温暖 回家 路 这是 新冠 肺炎 疫情 影响 中国 铁路 西安 局 集团 有限公司 开行 新年 首趟 点对点 学生 专列 西安 局 集团公司 提前 教育部门 联 \u200b']"
142,20,142_封校_理发_曹玺_同学,"['封校', '理发', '曹玺', '同学', '陕视', '百位', '一百多位', '自学', '大二', '义务']","['中国 同学 男生 封校 期间 免费 百位 同学 理发 陕西 延安 大二 学生 曹玺 封校 期间 义务 一百多位 同学 理发 曹玺 称 理发 自学 疫情 封校 期间 同学 一点 绵薄之力 陕视 新闻 L 陕视 新闻 微博 视频 \u200b \u200b \u200b', '中国 同学 男生 封校 期间 免费 百位 同学 理发 陕西 延安 大二 学生 曹玺 封校 期间 义务 一百多位 同学 理发 曹玺 称 理发 自学 疫情 封校 期间 同学 一点 绵薄之力 陕视 新闻 L 陕视 新闻 微博 视频 \u200b \u200b \u200b', '中国 同学 男生 封校 期间 免费 百位 同学 理发 陕西 延安 大二 学生 曹玺 封校 期间 义务 一百多位 同学 理发 曹玺 称 理发 自学 疫情 封校 期间 同学 一点 绵薄之力 陕视 新闻 L 陕视 新闻 微博 视频 \u200b \u200b \u200b']"
143,20,143_辱骂_二人_奔驰车_劝阻,"['辱骂', '二人', '奔驰车', '劝阻', '推搡', '警方', '工作人员', '主不', '一事', '遵守']","['西安 警方 通报 奔驰车 主 推搡 辱骂 防疫 人员 刑事 强制措施 月 15 日 陕西 西安 警方 通报 网传 奔驰车 主不 配合 辱骂 防疫 工作人员 一事 经查 14 日 两 男子 驾车 欲 驶入 小区 时 遵守 疫情 防控 工作 工作人员 二人 劝阻 二人 听 劝阻 辱骂 威胁 推搡 工作人员 二人 因涉嫌 妨 \u200b', '西安 警方 通报 奔驰车 主 推搡 辱骂 防疫 人员 刑事 强制措施 月 15 日 陕西 西安 警方 通报 网传 奔驰车 主不 配合 辱骂 防疫 工作人员 一事 经查 14 日 两 男子 驾车 欲 驶入 小区 时 遵守 疫情 防控 工作 工作人员 二人 劝阻 二人 听 劝阻 辱骂 威胁 推搡 工作人员 二人 因涉嫌 妨 \u200b', '西安 警方 通报 奔驰车 主 推搡 辱骂 防疫 人员 刑事 强制措施 月 15 日 陕西 西安 警方 通报 网传 奔驰车 主不 配合 辱骂 防疫 工作人员 一事 经查 14 日 两 男子 驾车 欲 驶入 小区 时 遵守 疫情 防控 工作 工作人员 二人 劝阻 二人 听 劝阻 辱骂 威胁 推搡 工作人员 二人 因涉嫌 妨 \u200b']"
144,20,144_余震_防范措施_较大_网速,"['余震', '防范措施', '较大', '网速', '地震台', '防范', '01', '08', '提醒', '活动']","['提醒 防范 余震 01 月 08 日 01 时 45 分 青海 门源 6.9 级 地震 青海 门源 地震 较大 地震 发生 余震 发生 余震 活动 防范措施 戳 视频 ↓ ↓ L 中国 地震台 网速 报 微博 视频 \u200b \u200b \u200b', '提醒 防范 余震 01 月 08 日 01 时 45 分 青海 门源 6.9 级 地震 青海 门源 地震 较大 地震 发生 余震 发生 余震 活动 防范措施 戳 视频 ↓ ↓ L 中国 地震台 网速 报 微博 视频 \u200b', '提醒 防范 余震 01 月 08 日 01 时 45 分 青海 门源 6.9 级 地震 青海 门源 地震 较大 地震 发生 余震 发生 余震 活动 防范措施 戳 视频 ↓ ↓ L 中国 地震台 网速 报 微博 视频 \u200b']"
145,20,145_新浪_特刊_晚报_条件,"['新浪', '特刊', '晚报', '条件', '抗击', '封控区', '当日', '资讯', '同舟共济', '聚焦']","['抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 10 日 消息 西安市 卫健委 今日 回应 封控区 管控 区 解封 条件 时 封控区 管控 区 调整 条件 新浪 陕西 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关注 陕西 疫情 同舟共济 共克 时艰 陕西 \u200b', '抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 10 日 消息 西安市 卫健委 今日 回应 封控区 管控 区 解封 条件 时 封控区 管控 区 调整 条件 新浪 陕西 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关注 陕西 疫情 同舟共济 共克 时艰 陕西 \u200b', '抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 10 日 消息 西安市 卫健委 今日 回应 封控区 管控 区 解封 条件 时 封控区 管控 区 调整 条件 新浪 陕西 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关注 陕西 疫情 同舟共济 共克 时艰 陕西 \u200b']"
146,20,146_道歉_事件_流产_孕妇,"['道歉', '事件', '流产', '孕妇', '刘顺智', '卫健委', '深深地', '卫生', '郭燕红', '医管局']","['事哥 说 事 西安市 卫健委 孕妇 流产 事件 道歉 西安市 卫生 健康 委 主任 刘顺智 日 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 代表 西安市 卫健委 孕妇 高新 医院 等待 小时 流产 事件 道歉 疫情 期间 特殊人群 就医 通道 顺畅 工作 落实 到位 道歉 \u3000 \u3000 事件 发生 \u200b', '西安市 卫健委 孕妇 流产 事件 道歉 日 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 西安市 卫生 健康 委 主任 刘顺智 代表 西安市 卫健委 孕妇 高新 医院 等待 小时 流产 事件 道歉 疫情 期间 特殊人群 就医 通道 顺畅 工作 落实 到位 道歉 \u3000 \u3000 刘顺智 事件 发生 陕西 \u200b', '西安市 卫健委 孕妇 流产 事件 道歉 西安市 卫生 健康 委 主任 刘顺智 日 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 代表 西安市 卫健委 孕妇 高新 医院 等待 小时 流产 事件 道歉 疫情 期间 特殊人群 就医 通道 顺畅 工作 落实 到位 道歉 \u3000 \u3000 事件 发生 陕西省 \u200b']"
147,20,147_癌症_救命_接力_靶向,"['癌症', '救命', '接力', '靶向', '锋利', '乾县', '交警', '疗程', '患者', '求助']","['爱心 接力 陕西 交警 接力 护送 癌症 患者 救命 药 陕西 咸阳 乾县 一名 癌症 患者 服药 控制 病情 月 日 西安 疫情 期间 道路 封控 患者 亲戚 买到 疗程 药物 西安 送达 乾县 接到 求助 咸阳 高交 大队 西安 沣 东 交巡警 乾县 交警 取得联系 交接 路线 地点', '爱心 接力 陕西 交警 接力 护送 癌症 患者 救命 药 陕西 咸阳 乾县 一名 癌症 患者 服药 控制 病情 月 日 西安 疫情 期间 道路 封控 患者 亲戚 买到 疗程 药物 西安 送达 乾县 接到 求助 咸阳 高交 大队 西安 沣 东 交巡警 乾县 交警 取得联系 交接 路线 地点 爱 \u200b', '爱心 接力 陕西 交警 接力 护送 癌症 患者 救命 药 陕西 咸阳 乾县 一名 癌症 患者 服药 控制 病情 月 日 西安 疫情 期间 道路 封控 患者 亲戚 买到 疗程 药物 西安 送达 乾县 接到 求助 咸阳 高交 大队 西安 沣 东 交巡警 乾县 交警 取得联系 交接 路线 地点 爱 \u200b']"
148,20,148_历史_意义_交汇_奋斗目标,"['历史', '意义', '交汇', '奋斗目标', '现代化', '一百年', '社会主义', '开启', '大事', '里程碑']","['新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党和国家 历史 里程碑 意义 大事 两个 一百年 奋斗目标 历史 交汇 开启 建设 社会主义 现代化 国家 \u200b', '新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党和国家 历史 里程碑 意义 大事 两个 一百年 奋斗目标 历史 交汇 开启 建设 社会主义 现代化 国家 \u200b', '新年 前夕 国家 主席 习近平 中央 广播电视 总台 互联网 发表 二 〇 二 二年 新年贺词 全文如下 2022 年 到来 北京 致以 新年 祝福 回首 一年 意义 非凡 亲历 党和国家 历史 里程碑 意义 大事 两个 一百年 奋斗目标 历史 交汇 开启 建设 社会主义 现代化 国家 \u200b']"
